"ESP32 Access Point (AP) for Web Server | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-access-point-ap-web-server/"
"(37) Using Servo Motors with ESP32 - YouTube","https://www.youtube.com/watch?v=zxBC1ivOVfM"
"Getting Started with the ESP32 Development Board | Random Nerd Tutorials","https://randomnerdtutorials.com/getting-started-with-esp32/"
"ESP32 Web Server - Arduino IDE | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-web-server-arduino-ide/"
"ESP32-CAM AI-Thinker Pinout Guide: GPIOs Usage Explained | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-cam-ai-thinker-pinout/"
"(37) $5 WiFi Camera Setup | ESP32 Wifi Setup view on Mobile phone - YouTube","https://www.youtube.com/watch?v=5XCb3t8J4Kg"
"(65) ESP32 Camera programmed using Arduino - YouTube","https://www.youtube.com/watch?v=xvjRlBHmewY"
"(222) ESP32-CAM Surveillance Camera (Home Assistant Compatible) - YouTube","https://www.youtube.com/watch?v=36p9To2hfak"
"Telegram: ESP32-CAM Take and Send Photo (Arduino IDE) | Random Nerd Tutorials","https://randomnerdtutorials.com/telegram-esp32-cam-photo-arduino/"
"ESP32-CAM Shield PCB with Telegram: Photos, Outputs, Sensor, Motion | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-cam-shield-pcb-telegram/"
"(37) 456 Hassle-Free ESP32 USB (ESP32-C3, ESP32-S2, ESP32-S3) - YouTube","https://www.youtube.com/watch?v=hJSBTFsOnoA"
"(37) Simple ESP32-CAM Object Detection - YouTube","https://www.youtube.com/watch?v=HDRvZ_BYd08"
"(37) Try these 16 Brilliant ESP32 projects before 2023 ends! - YouTube","https://www.youtube.com/watch?v=1nkgTtTWnPM"
"(37) Exploring the Arduino Nano ESP32 | MicroPython & IoT Cloud - YouTube","https://www.youtube.com/watch?v=R51tf66es9w"
"(37) 451 Which Processor can kill the ESP32? - YouTube","https://www.youtube.com/watch?v=_sgC7d1XvGE"
"(37) Build an ESP32 Web Server with Arduino IDE - YouTube","https://www.youtube.com/watch?v=ApGwxX6VVzk"
"(37) XIAO ESP32S3 Sense - Tiny ESP32 Camera - YouTube","https://www.youtube.com/watch?v=qNzlytUdB_Q"
"Seeeduino XIAO ESP32S3 Sense Board - A Tiny ESP32 Camera","https://dronebotworkshop.com/xiao-esp32s3-sense/"
"Amazon.com: 2PCS ESP32-CAM-MB, Aideepen ESP32-CAM W BT Board ESP32-CAM-MB Micro USB to Serial Port CH-340G with OV2640 2MP Camera Module Dual Mode : Everything Else","https://www.amazon.com/ESP32-CAM-MB-Aideepen-ESP32-CAM-Bluetooth-Arduino/dp/B0948ZFTQZ?crid=CKZCENTFGSG2&keywords=esp32%2Bcam&qid=1687965206&sprefix=esp32%2Bcam%2Caps%2C652&sr=8-3&linkCode=sl1&tag=jamie069-20&linkId=be0c1976b4674d83d3229f4a3885f177&language=en_US&ref_=as_li_ss_tl&th=1"
"ESP32 Bluetooth Low Energy (BLE) on Arduino IDE | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-bluetooth-low-energy-ble-arduino-ide/"
"(37) Introduction to ESP32 - Getting Started - YouTube","https://www.youtube.com/watch?v=xPlN_Tk3VLQ"
"ESP32 with DC Motor - Control Speed and Direction | Random Nerd Tutorials","https://randomnerdtutorials.com/esp32-dc-motor-l298n-motor-driver-control-speed-direction/"
"(37) XIAO ESP32S3 Sense - Tiny ESP32 Camera - YouTube","https://www.youtube.com/watch?v=qNzlytUdB_Q"
